postcode,Jan-2011,Feb-2011,Mar-2011,Apr-2011,May-2011,Jun-2011,Jul-2011,Aug-2011,Sep-2011,Oct-2011,Nov-2011,Dec-2011,Total
1029,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,0,0,0,0,0,1,0,0,0,0,0,0,1
1033,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,0,0,0,0,0,1,0,0,0,0,0,0,1
1042,0,0,0,0,0,0,0,0,0,1,0,0,1
1043,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,0,0,0,0,0,0,0,0,0,1,0,0,1
1143,0,0,0,0,0,0,0,0,0,1,0,0,1
1144,1,0,0,0,0,0,0,0,0,0,0,0,1
1145,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,0,0,0,0,0,0,0,0,1,0,0,0,1
1226,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,0,0,0,1,0,0,0,0,0,0,0,0,1
1236,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,1,0,0,0,0,0,0,0,0,0,0,0,1
1296,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,0,0,1,0,0,0,0,0,0,0,0,0,1
1332,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,0,0,0,0,0,0,1,0,0,1,0,0,2
1350,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,0,0,1,0,0,0,0,0,0,0,0,0,1
1360,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,0,0,0,0,0,0,0,0,0,1,0,0,1
1421,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,0,0,0,0,0,1,0,0,0,0,0,0,1
1465,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,0,0,0,1,0,0,0,0,0,0,0,0,1
1484,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,0,0,0,2,0,0,0,0,0,0,0,0,2
1515,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,0,1,0,0,0,0,0,0,0,0,0,0,1
1585,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,0,0,0,0,0,0,1,0,0,0,0,0,1
1755,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,0,0,1,0,0,0,0,0,0,0,0,0,1
1805,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,0,0,0,0,0,0,2,0,0,2
1848,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,0,0,0,0,0,0,0,0,1,0,0,0,1
1888,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,1,1,0,0,0,0,0,0,2
2002,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,2,0,0,0,1,1,0,1,0,0,5
2007,21,10,9,17,15,15,19,16,14,8,6,5,155
2008,7,11,9,14,16,6,24,7,7,8,7,9,125
2009,13,20,23,15,25,14,35,19,22,26,21,12,245
2010,58,40,55,89,57,59,92,59,43,37,51,24,664
2011,23,19,38,33,25,38,55,20,26,29,16,12,334
2012,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,1,0,0,0,1
2015,17,19,23,18,16,16,43,25,16,19,13,7,232
2016,24,15,16,19,15,14,24,10,12,9,9,3,170
2017,25,22,18,19,22,16,26,14,15,14,18,7,216
2018,21,13,16,14,19,9,23,15,8,13,14,11,176
2019,6,6,11,11,11,10,15,6,18,12,5,6,117
2020,14,12,11,9,14,12,17,6,8,8,7,8,126
2021,21,11,22,21,19,12,33,22,12,18,15,10,216
2022,22,23,20,21,20,35,39,28,12,19,25,14,278
2023,9,5,8,7,6,11,9,10,10,6,13,2,96
2024,12,10,7,8,8,7,20,8,4,10,7,5,106
2025,6,8,14,9,9,5,15,8,4,9,9,1,97
2026,32,36,37,31,32,40,47,29,35,27,35,21,402
2027,7,10,7,15,6,14,17,13,9,10,7,6,121
2028,2,5,9,9,9,8,14,9,9,8,6,5,93
2029,10,10,16,4,8,16,19,9,17,9,6,2,126
2030,12,16,14,14,12,7,11,17,13,12,10,4,142
2031,21,23,26,22,23,24,46,18,32,32,20,19,306
2032,15,11,10,11,10,12,21,8,12,10,9,5,134
2033,8,8,7,6,6,8,13,3,7,5,11,2,84
2034,12,14,25,9,25,19,26,12,14,15,15,8,194
2035,19,22,14,26,18,26,32,22,18,21,18,7,243
2036,12,13,15,12,19,16,37,9,17,22,14,3,189
2037,15,8,12,11,12,14,27,11,15,7,12,5,149
2038,6,4,10,6,8,3,9,12,1,12,10,4,85
2039,11,7,4,10,4,7,25,9,12,8,8,4,109
2040,29,16,25,24,27,28,31,7,23,18,22,18,268
2041,11,17,20,14,23,17,26,21,17,12,12,5,195
2042,19,8,18,12,11,17,21,12,15,12,11,15,171
2043,3,6,9,6,5,2,9,5,1,4,3,4,57
2044,5,13,7,9,7,5,23,8,6,10,13,7,113
2045,2,1,9,5,8,7,5,4,4,9,1,2,57
2046,18,23,21,20,19,19,36,30,14,13,21,14,248
2047,9,11,18,14,14,11,16,13,9,17,8,5,145
2048,2,4,4,2,6,3,9,2,1,5,2,0,40
2049,7,8,8,14,9,3,21,9,6,6,4,4,99
2050,6,5,8,7,8,2,13,10,4,7,3,4,77
2052,0,0,0,1,0,0,0,0,0,0,1,0,2
2055,1,0,1,1,1,0,1,0,0,0,0,0,5
2057,0,0,0,0,0,0,0,1,0,0,0,0,1
2058,0,0,1,0,0,0,0,0,0,0,0,0,1
2059,0,0,0,0,1,1,1,0,1,0,1,0,5
2060,79,25,43,49,37,35,53,43,39,54,27,29,513
2061,12,6,8,12,7,5,13,5,5,8,4,5,90
2062,6,12,2,5,4,8,6,2,3,7,4,2,61
2063,5,2,4,4,6,9,7,5,4,5,4,7,62
2064,12,9,9,5,9,8,20,15,13,11,9,7,127
2065,37,50,37,40,39,29,54,32,37,37,40,19,451
2066,25,23,22,25,23,30,48,23,23,18,12,8,280
2067,52,22,38,25,29,25,68,34,26,40,19,13,391
2068,14,17,14,12,8,14,17,6,13,10,9,7,141
2069,9,6,12,11,13,4,14,14,2,4,2,9,100
2070,13,13,8,7,11,13,20,11,4,14,10,5,129
2071,6,8,7,7,6,14,14,9,6,8,7,6,98
2072,9,5,3,9,8,10,12,6,7,7,6,7,89
2073,6,17,12,17,8,7,24,5,12,10,10,5,133
2074,7,16,15,16,17,20,23,11,6,13,13,6,163
2075,16,13,20,10,19,12,22,22,11,15,11,6,177
2076,10,13,15,14,18,13,14,10,12,14,7,8,148
2077,28,14,27,21,24,21,37,35,17,17,19,14,274
2079,1,2,4,2,2,3,4,1,5,2,0,3,29
2080,0,1,0,0,3,2,2,3,2,1,3,0,17
2081,6,2,2,2,2,2,1,3,1,1,5,2,29
2082,2,1,1,2,0,2,6,3,1,3,2,0,23
2083,0,2,1,0,0,0,2,1,1,2,4,0,13
2084,4,3,2,3,0,7,7,1,3,2,3,2,37
2085,8,10,5,5,8,9,7,7,5,5,9,0,78
2086,9,5,17,7,11,7,22,10,6,9,5,9,117
2087,5,9,4,7,8,3,13,5,7,9,12,6,88
2088,20,17,31,40,24,26,45,23,15,20,17,14,292
2089,13,17,14,9,15,12,19,17,16,17,10,5,164
2090,6,10,12,3,12,11,26,12,6,6,5,8,117
2091,0,0,0,0,0,0,1,0,0,0,0,0,1
2092,7,6,7,6,6,5,6,10,2,12,0,2,69
2093,22,13,19,15,17,25,19,22,23,17,19,13,224
2094,3,2,4,4,2,4,8,3,7,5,3,2,47
2095,19,22,12,12,15,16,29,18,15,13,21,11,203
2096,7,12,11,9,15,2,24,11,9,10,10,7,127
2097,8,12,9,15,11,9,12,15,11,11,9,6,128
2099,20,22,22,32,32,28,49,17,18,27,17,6,290
2100,20,19,25,26,16,21,39,18,20,20,15,10,249
2101,16,10,15,9,12,8,18,14,7,17,14,4,144
2102,8,8,2,5,7,5,11,4,5,8,3,3,69
2103,12,6,7,14,13,14,13,15,8,10,9,6,127
2104,2,4,1,3,1,3,6,2,2,0,2,1,27
2105,1,0,3,2,2,1,3,3,0,0,2,1,18
2106,4,7,13,5,9,10,10,3,6,6,2,2,77
2107,6,4,10,15,13,6,24,15,8,9,4,3,117
2108,3,2,0,0,2,3,1,2,3,0,0,1,17
2109,0,0,0,0,0,0,0,0,1,2,2,0,5
2110,5,10,4,14,8,5,13,10,9,9,2,8,97
2111,8,9,15,15,12,12,26,13,6,14,10,7,147
2112,18,25,14,18,21,19,22,14,11,22,15,11,210
2113,16,14,14,14,18,10,27,19,11,18,9,13,183
2114,24,22,19,12,16,17,35,25,15,20,21,12,238
2115,5,5,4,6,5,7,12,5,7,10,1,4,71
2116,9,5,6,11,2,4,14,3,4,10,8,3,79
2117,13,9,11,14,7,16,21,10,16,14,10,14,155
2118,12,12,20,21,11,17,25,15,14,24,10,9,190
2119,3,7,6,9,6,7,18,10,3,6,6,1,82
2120,16,17,15,20,13,18,20,13,11,9,8,9,169
2121,17,16,13,14,28,14,42,21,23,25,13,13,239
2122,30,31,29,38,30,25,43,39,28,22,21,16,352
2123,0,0,0,0,0,0,0,0,0,0,0,0,0
